chr	start	stop	extra
1	152348735	152360006	"gene_id ""FLG2""; transcript_id """"; db_xref ""GeneID:388698""; db_xref ""HGNC:HGNC:33276""; db_xref ""MIM:616284""; description ""filaggrin 2""; gbkey ""Gene""; gene ""FLG2""; gene_biotype ""protein_coding""; gene_synonym ""IFPS""; gene_synonym ""PSS6""; "
1	152409243	152414263	"gene_id ""CRNN""; transcript_id """"; db_xref ""GeneID:49860""; db_xref ""HGNC:HGNC:1230""; db_xref ""MIM:611312""; description ""cornulin""; gbkey ""Gene""; gene ""CRNN""; gene_biotype ""protein_coding""; gene_synonym ""C1orf10""; gene_synonym ""DRC1""; gene_synonym ""PDRC1""; gene_synonym ""SEP53""; "
1	152510803	152512177	"gene_id ""LCE5A""; transcript_id """"; db_xref ""GeneID:254910""; db_xref ""HGNC:HGNC:16614""; db_xref ""MIM:612619""; description ""late cornified envelope 5A""; gbkey ""Gene""; gene ""LCE5A""; gene_biotype ""protein_coding""; gene_synonym ""LEP18""; gene_synonym ""SPRL5A""; "
1	152565654	152566780	"gene_id ""LCE3E""; transcript_id """"; db_xref ""GeneID:353145""; db_xref ""HGNC:HGNC:29463""; db_xref ""MIM:612617""; description ""late cornified envelope 3E""; gbkey ""Gene""; gene ""LCE3E""; gene_biotype ""protein_coding""; gene_synonym ""LEP17""; "
1	152579381	152580516	"gene_id ""LCE3D""; transcript_id """"; db_xref ""GeneID:84648""; db_xref ""HGNC:HGNC:16615""; db_xref ""MIM:612616""; description ""late cornified envelope 3D""; gbkey ""Gene""; gene ""LCE3D""; gene_biotype ""protein_coding""; gene_synonym ""LEP16""; gene_synonym ""SPRL6A""; gene_synonym ""SPRL6B""; "
1	152600234	152601086	"gene_id ""LCE3C""; transcript_id """"; db_xref ""GeneID:353144""; db_xref ""HGNC:HGNC:16612""; db_xref ""MIM:612615""; description ""late cornified envelope 3C""; gbkey ""Gene""; gene ""LCE3C""; gene_biotype ""protein_coding""; gene_synonym ""LEP15""; gene_synonym ""SPRL3A""; "
1	152613811	152614098	"gene_id ""LCE3B""; transcript_id """"; db_xref ""GeneID:353143""; db_xref ""HGNC:HGNC:29462""; db_xref ""MIM:612614""; description ""late cornified envelope 3B""; gbkey ""Gene""; gene ""LCE3B""; gene_biotype ""protein_coding""; gene_synonym ""LEP14""; "
1	152622834	152623103	"gene_id ""LCE3A""; transcript_id """"; db_xref ""GeneID:353142""; db_xref ""HGNC:HGNC:29461""; db_xref ""MIM:612613""; description ""late cornified envelope 3A""; gbkey ""Gene""; gene ""LCE3A""; gene_biotype ""protein_coding""; gene_synonym ""LEP13""; "
1	152663380	152664659	"gene_id ""LCE2D""; transcript_id """"; db_xref ""GeneID:353141""; db_xref ""HGNC:HGNC:16518""; db_xref ""MIM:612612""; description ""late cornified envelope 2D""; gbkey ""Gene""; gene ""LCE2D""; gene_biotype ""protein_coding""; gene_synonym ""LEP12""; gene_synonym ""SPRL1A""; "
1	152675279	152676569	"gene_id ""LCE2C""; transcript_id """"; db_xref ""GeneID:353140""; db_xref ""HGNC:HGNC:29460""; db_xref ""MIM:612611""; description ""late cornified envelope 2C""; gbkey ""Gene""; gene ""LCE2C""; gene_biotype ""protein_coding""; gene_synonym ""LEP11""; "
1	152686123	152687397	"gene_id ""LCE2B""; transcript_id """"; db_xref ""GeneID:26239""; db_xref ""HGNC:HGNC:16610""; db_xref ""MIM:612610""; description ""late cornified envelope 2B""; gbkey ""Gene""; gene ""LCE2B""; gene_biotype ""protein_coding""; gene_synonym ""LEP10""; gene_synonym ""SPRL1B""; gene_synonym ""XP5""; "
1	152698345	152699442	"gene_id ""LCE2A""; transcript_id """"; db_xref ""GeneID:353139""; db_xref ""HGNC:HGNC:29469""; db_xref ""MIM:612609""; description ""late cornified envelope 2A""; gbkey ""Gene""; gene ""LCE2A""; gene_biotype ""protein_coding""; gene_synonym ""LEP9""; "
1	152708160	152709434	"gene_id ""LCE4A""; transcript_id """"; db_xref ""GeneID:199834""; db_xref ""HGNC:HGNC:16613""; db_xref ""MIM:612618""; description ""late cornified envelope 4A""; gbkey ""Gene""; gene ""LCE4A""; gene_biotype ""protein_coding""; gene_synonym ""LEP8""; gene_synonym ""SPRL4A""; "
1	152719522	152720470	"gene_id ""C1orf68""; transcript_id """"; db_xref ""GeneID:100129271""; db_xref ""HGNC:HGNC:29468""; description ""chromosome 1 open reading frame 68""; gbkey ""Gene""; gene ""C1orf68""; gene_biotype ""protein_coding""; gene_synonym ""LEP7""; gene_synonym ""XP32""; "
1	152775140	152777024	"gene_id ""LCE1F""; transcript_id """"; db_xref ""GeneID:353137""; db_xref ""HGNC:HGNC:29467""; db_xref ""MIM:612608""; description ""late cornified envelope 1F""; gbkey ""Gene""; gene ""LCE1F""; gene_biotype ""protein_coding""; gene_synonym ""LEP6""; "
1	152786257	152788426	"gene_id ""LCE1E""; transcript_id """"; db_xref ""GeneID:353135""; db_xref ""HGNC:HGNC:29466""; db_xref ""MIM:612607""; description ""late cornified envelope 1E""; gbkey ""Gene""; gene ""LCE1E""; gene_biotype ""protein_coding""; gene_synonym ""LEP5""; "
1	152796721	152798181	"gene_id ""LCE1D""; transcript_id """"; db_xref ""GeneID:353134""; db_xref ""HGNC:HGNC:29465""; db_xref ""MIM:612606""; description ""late cornified envelope 1D""; gbkey ""Gene""; gene ""LCE1D""; gene_biotype ""protein_coding""; gene_synonym ""LEP4""; "
1	152804832	152806651	"gene_id ""LCE1C""; transcript_id """"; db_xref ""GeneID:353133""; db_xref ""HGNC:HGNC:29464""; db_xref ""MIM:612605""; description ""late cornified envelope 1C""; gbkey ""Gene""; gene ""LCE1C""; gene_biotype ""protein_coding""; gene_synonym ""LEP3""; "
1	152811971	152813108	"gene_id ""LCE1B""; transcript_id """"; db_xref ""GeneID:353132""; db_xref ""HGNC:HGNC:16611""; db_xref ""MIM:612604""; description ""late cornified envelope 1B""; gbkey ""Gene""; gene ""LCE1B""; gene_biotype ""protein_coding""; gene_synonym ""LEP2""; gene_synonym ""SPRL2A""; "
1	152827473	152828097	"gene_id ""LCE1A""; transcript_id """"; db_xref ""GeneID:353131""; db_xref ""HGNC:HGNC:29459""; db_xref ""MIM:612603""; description ""late cornified envelope 1A""; gbkey ""Gene""; gene ""LCE1A""; gene_biotype ""protein_coding""; gene_synonym ""LEP1""; "
1	152859996	152861252	"gene_id ""LCE7A""; transcript_id """"; db_xref ""GeneID:122526777""; db_xref ""HGNC:HGNC:55921""; description ""late cornified envelope 7A""; gbkey ""Gene""; gene ""LCE7A""; gene_biotype ""protein_coding""; "
1	152878322	152885047	"gene_id ""SMCP""; transcript_id """"; db_xref ""GeneID:4184""; db_xref ""HGNC:HGNC:6962""; db_xref ""MIM:601148""; description ""sperm mitochondria associated cysteine rich protein""; gbkey ""Gene""; gene ""SMCP""; gene_biotype ""protein_coding""; gene_synonym ""HSMCSGEN1""; gene_synonym ""MCS""; gene_synonym ""MCSP""; "
1	152908546	152911886	"gene_id ""IVL""; transcript_id """"; db_xref ""GeneID:3713""; db_xref ""HGNC:HGNC:6187""; db_xref ""MIM:147360""; description ""involucrin""; gbkey ""Gene""; gene ""IVL""; gene_biotype ""protein_coding""; "
1	152947206	152949255	"gene_id ""SPRR5""; transcript_id """"; db_xref ""GeneID:110806278""; db_xref ""HGNC:HGNC:53428""; description ""small proline rich protein 5""; gbkey ""Gene""; gene ""SPRR5""; gene_biotype ""protein_coding""; "
1	152984081	152985814	"gene_id ""SPRR1A""; transcript_id """"; db_xref ""GeneID:6698""; db_xref ""HGNC:HGNC:11259""; db_xref ""MIM:182265""; description ""small proline rich protein 1A""; gbkey ""Gene""; gene ""SPRR1A""; gene_biotype ""protein_coding""; gene_synonym ""SPRK""; "
1	153001749	153003856	"gene_id ""SPRR3""; transcript_id """"; db_xref ""GeneID:6707""; db_xref ""HGNC:HGNC:11268""; db_xref ""MIM:182271""; description ""small proline rich protein 3""; gbkey ""Gene""; gene ""SPRR3""; gene_biotype ""protein_coding""; "
1	153031203	153032900	"gene_id ""SPRR1B""; transcript_id """"; db_xref ""GeneID:6699""; db_xref ""HGNC:HGNC:11260""; db_xref ""MIM:182266""; description ""small proline rich protein 1B""; gbkey ""Gene""; gene ""SPRR1B""; gene_biotype ""protein_coding""; gene_synonym ""CORNIFIN""; gene_synonym ""GADD33""; gene_synonym ""SPR-IB""; gene_synonym ""SPRR1""; "
1	153039732	153041120	"gene_id ""SPRR2D""; transcript_id """"; db_xref ""GeneID:6703""; db_xref ""HGNC:HGNC:11264""; db_xref ""MIM:617587""; description ""small proline rich protein 2D""; gbkey ""Gene""; gene ""SPRR2D""; gene_biotype ""protein_coding""; "
1	153056120	153057512	"gene_id ""SPRR2A""; transcript_id """"; db_xref ""GeneID:6700""; db_xref ""HGNC:HGNC:11261""; db_xref ""MIM:182267""; description ""small proline rich protein 2A""; gbkey ""Gene""; gene ""SPRR2A""; gene_biotype ""protein_coding""; "
1	153093135	153094526	"gene_id ""SPRR2E""; transcript_id """"; db_xref ""GeneID:6704""; db_xref ""HGNC:HGNC:11265""; db_xref ""MIM:617588""; description ""small proline rich protein 2E""; gbkey ""Gene""; gene ""SPRR2E""; gene_biotype ""protein_coding""; "
1	153112121	153119468	"gene_id ""SPRR2F""; transcript_id """"; db_xref ""GeneID:6705""; db_xref ""HGNC:HGNC:11266""; db_xref ""MIM:617589""; description ""small proline rich protein 2F""; gbkey ""Gene""; gene ""SPRR2F""; gene_biotype ""protein_coding""; "
1	153203430	153205120	"gene_id ""LELP1""; transcript_id """"; db_xref ""GeneID:149018""; db_xref ""HGNC:HGNC:32046""; db_xref ""MIM:611042""; description ""late cornified envelope like proline rich 1""; gbkey ""Gene""; gene ""LELP1""; gene_biotype ""protein_coding""; "
1	153217584	153219310	"gene_id ""PRR9""; transcript_id """"; db_xref ""GeneID:574414""; db_xref ""HGNC:HGNC:32057""; description ""proline rich 9""; gbkey ""Gene""; gene ""PRR9""; gene_biotype ""protein_coding""; "
1	153259687	153262124	"gene_id ""LORICRIN""; transcript_id """"; db_xref ""GeneID:4014""; db_xref ""HGNC:HGNC:6663""; db_xref ""MIM:152445""; description ""loricrin cornified envelope precursor protein""; gbkey ""Gene""; gene ""LORICRIN""; gene_biotype ""protein_coding""; gene_synonym ""LOR""; "
1	153357854	153361023	"gene_id ""S100A9""; transcript_id """"; db_xref ""GeneID:6280""; db_xref ""HGNC:HGNC:10499""; db_xref ""MIM:123886""; description ""S100 calcium binding protein A9""; gbkey ""Gene""; gene ""S100A9""; gene_biotype ""protein_coding""; gene_synonym ""60B8AG""; gene_synonym ""CAGB""; gene_synonym ""CFAG""; gene_synonym ""CGLB""; gene_synonym ""L1AG""; gene_synonym ""LIAG""; gene_synonym ""MAC387""; gene_synonym ""MIF""; gene_synonym ""MRP14""; gene_synonym ""NIF""; gene_synonym ""P14""; gene_synonym ""S100-A9""; "
1	153373711	153375621	"gene_id ""S100A12""; transcript_id """"; db_xref ""GeneID:6283""; db_xref ""HGNC:HGNC:10489""; db_xref ""MIM:603112""; description ""S100 calcium binding protein A12""; gbkey ""Gene""; gene ""S100A12""; gene_biotype ""protein_coding""; gene_synonym ""CAAF1""; gene_synonym ""CAGC""; gene_synonym ""CGRP""; gene_synonym ""ENRAGE""; gene_synonym ""MRP-6""; gene_synonym ""MRP6""; gene_synonym ""p6""; "
1	153390032	153422583	"gene_id ""S100A8""; transcript_id """"; db_xref ""GeneID:6279""; db_xref ""HGNC:HGNC:10498""; db_xref ""MIM:123885""; description ""S100 calcium binding protein A8""; gbkey ""Gene""; gene ""S100A8""; gene_biotype ""protein_coding""; gene_synonym ""60B8AG""; gene_synonym ""CAGA""; gene_synonym ""CFAG""; gene_synonym ""CGLA""; gene_synonym ""CP-10""; gene_synonym ""L1Ag""; gene_synonym ""MA387""; gene_synonym ""MIF""; gene_synonym ""MRP8""; gene_synonym ""NIF""; gene_synonym ""P8""; gene_synonym ""S100-A8""; "
1	153416520	153423222	"gene_id ""S100A7A""; transcript_id """"; db_xref ""GeneID:338324""; db_xref ""HGNC:HGNC:21657""; db_xref ""MIM:617427""; description ""S100 calcium binding protein A7A""; gbkey ""Gene""; gene ""S100A7A""; gene_biotype ""protein_coding""; gene_synonym ""NICE-2""; gene_synonym ""NICE2""; gene_synonym ""S100A15""; gene_synonym ""S100A7f""; gene_synonym ""S100A7L1""; "
1	153457744	153460651	"gene_id ""S100A7""; transcript_id """"; db_xref ""GeneID:6278""; db_xref ""HGNC:HGNC:10497""; db_xref ""MIM:600353""; description ""S100 calcium binding protein A7""; gbkey ""Gene""; gene ""S100A7""; gene_biotype ""protein_coding""; gene_synonym ""PSOR1""; gene_synonym ""S100A7c""; "
1	153543621	153545806	"gene_id ""S100A4""; transcript_id """"; db_xref ""GeneID:6275""; db_xref ""HGNC:HGNC:10494""; db_xref ""MIM:114210""; description ""S100 calcium binding protein A4""; gbkey ""Gene""; gene ""S100A4""; gene_biotype ""protein_coding""; gene_synonym ""18A2""; gene_synonym ""42A""; gene_synonym ""CAPL""; gene_synonym ""FSP1""; gene_synonym ""MTS1""; gene_synonym ""P9KA""; gene_synonym ""PEL98""; "
1	153547329	153549258	"gene_id ""S100A3""; transcript_id """"; db_xref ""GeneID:6274""; db_xref ""HGNC:HGNC:10493""; db_xref ""MIM:176992""; description ""S100 calcium binding protein A3""; gbkey ""Gene""; gene ""S100A3""; gene_biotype ""protein_coding""; gene_synonym ""S100E""; "
1	153628434	153632039	"gene_id ""S100A1""; transcript_id """"; db_xref ""GeneID:6271""; db_xref ""HGNC:HGNC:10486""; db_xref ""MIM:176940""; description ""S100 calcium binding protein A1""; gbkey ""Gene""; gene ""S100A1""; gene_biotype ""protein_coding""; gene_synonym ""S100""; gene_synonym ""S100-alpha""; gene_synonym ""S100A""; "
1	153658654	153661852	"gene_id ""SNAPIN""; transcript_id """"; db_xref ""GeneID:23557""; db_xref ""HGNC:HGNC:17145""; db_xref ""MIM:607007""; description ""SNAP associated protein""; gbkey ""Gene""; gene ""SNAPIN""; gene_biotype ""protein_coding""; gene_synonym ""BLOC1S7""; gene_synonym ""BLOS7""; gene_synonym ""BORCS3""; gene_synonym ""SNAPAP""; "
1	153661788	153670993	"gene_id ""ILF2""; transcript_id """"; db_xref ""GeneID:3608""; db_xref ""HGNC:HGNC:6037""; db_xref ""MIM:603181""; description ""interleukin enhancer binding factor 2""; gbkey ""Gene""; gene ""ILF2""; gene_biotype ""protein_coding""; gene_synonym ""NF45""; gene_synonym ""PRO3063""; "
1	153728050	153774808	"gene_id ""INTS3""; transcript_id """"; db_xref ""GeneID:65123""; db_xref ""HGNC:HGNC:26153""; db_xref ""MIM:611347""; description ""integrator complex subunit 3""; gbkey ""Gene""; gene ""INTS3""; gene_biotype ""protein_coding""; gene_synonym ""C1orf193""; gene_synonym ""C1orf60""; gene_synonym ""INT3""; gene_synonym ""SOSS-A""; gene_synonym ""SOSSA""; "
1	153775407	153780157	"gene_id ""SLC27A3""; transcript_id """"; db_xref ""GeneID:11000""; db_xref ""HGNC:HGNC:10997""; db_xref ""MIM:604193""; description ""solute carrier family 27 member 3""; gbkey ""Gene""; gene ""SLC27A3""; gene_biotype ""protein_coding""; gene_synonym ""ACSVL3""; gene_synonym ""FATP3""; gene_synonym ""VLCS-3""; "
1	153974269	153977674	"gene_id ""JTB""; transcript_id """"; db_xref ""GeneID:10899""; db_xref ""HGNC:HGNC:6201""; db_xref ""MIM:604671""; description ""jumping translocation breakpoint""; gbkey ""Gene""; gene ""JTB""; gene_biotype ""protein_coding""; gene_synonym ""hJT""; gene_synonym ""HJTB""; gene_synonym ""HSPC222""; gene_synonym ""PAR""; "
1	153990762	153992155	"gene_id ""RPS27""; transcript_id """"; db_xref ""GeneID:6232""; db_xref ""HGNC:HGNC:10416""; db_xref ""MIM:603702""; description ""ribosomal protein S27""; gbkey ""Gene""; gene ""RPS27""; gene_biotype ""protein_coding""; gene_synonym ""DBA17""; gene_synonym ""MPS-1""; gene_synonym ""MPS1""; gene_synonym ""S27""; "
1	154155308	154192100	"gene_id ""TPM3""; transcript_id """"; db_xref ""GeneID:7170""; db_xref ""HGNC:HGNC:12012""; db_xref ""MIM:191030""; description ""tropomyosin 3""; gbkey ""Gene""; gene ""TPM3""; gene_biotype ""protein_coding""; gene_synonym ""CAPM1""; gene_synonym ""CFTD""; gene_synonym ""HEL-189""; gene_synonym ""HEL-S-82p""; gene_synonym ""hscp30""; gene_synonym ""NEM1""; gene_synonym ""OK/SW-cl.5""; gene_synonym ""TM-5""; gene_synonym ""TM3""; gene_synonym ""TM30""; gene_synonym ""TM30nm""; gene_synonym ""TM5""; gene_synonym ""TPM3nu""; gene_synonym ""TPMsk3""; gene_synonym ""TRK""; "
1	154199085	154206333	"gene_id ""CFAP141""; transcript_id """"; db_xref ""GeneID:388701""; db_xref ""HGNC:HGNC:32305""; description ""cilia and flagella associated protein 141""; gbkey ""Gene""; gene ""CFAP141""; gene_biotype ""protein_coding""; gene_synonym ""C1orf189""; "
1	154259727	154259862	"gene_id ""SNORA58B""; transcript_id """"; db_xref ""GeneID:109617023""; db_xref ""HGNC:HGNC:52208""; description ""small nucleolar RNA, H/ACA box 58B""; gbkey ""Gene""; gene ""SNORA58B""; gene_biotype ""snoRNA""; "
1	154272629	154275875	"gene_id ""HAX1""; transcript_id """"; db_xref ""GeneID:10456""; db_xref ""HGNC:HGNC:16915""; db_xref ""MIM:605998""; description ""HCLS1 associated protein X-1""; gbkey ""Gene""; gene ""HAX1""; gene_biotype ""protein_coding""; gene_synonym ""HCLSBP1""; gene_synonym ""HS1BP1""; gene_synonym ""SCN3""; "
1	154697455	154870281	"gene_id ""KCNN3""; transcript_id """"; db_xref ""GeneID:3782""; db_xref ""HGNC:HGNC:6292""; db_xref ""MIM:602983""; description ""potassium calcium-activated channel subfamily N member 3""; gbkey ""Gene""; gene ""KCNN3""; gene_biotype ""protein_coding""; gene_synonym ""hSK3""; gene_synonym ""KCa2.3""; gene_synonym ""SK3""; gene_synonym ""SKCA3""; gene_synonym ""ZLS3""; "
1	154924740	154942658	"gene_id ""PMVK""; transcript_id """"; db_xref ""GeneID:10654""; db_xref ""HGNC:HGNC:9141""; db_xref ""MIM:607622""; description ""phosphomevalonate kinase""; gbkey ""Gene""; gene ""PMVK""; gene_biotype ""protein_coding""; gene_synonym ""HUMPMKI""; gene_synonym ""PMK""; gene_synonym ""PMKA""; gene_synonym ""PMKASE""; gene_synonym ""POROK1""; "
1	154944080	154956099	"gene_id ""PBXIP1""; transcript_id """"; db_xref ""GeneID:57326""; db_xref ""HGNC:HGNC:21199""; db_xref ""MIM:618819""; description ""PBX homeobox interacting protein 1""; gbkey ""Gene""; gene ""PBXIP1""; gene_biotype ""protein_coding""; gene_synonym ""HPIP""; "
1	154957026	154961782	"gene_id ""PYGO2""; transcript_id """"; db_xref ""GeneID:90780""; db_xref ""HGNC:HGNC:30257""; db_xref ""MIM:606903""; description ""pygopus family PHD finger 2""; gbkey ""Gene""; gene ""PYGO2""; gene_biotype ""protein_coding""; gene_synonym ""1190004M21Rik""; "
1	154974681	154979251	"gene_id ""CKS1B""; transcript_id """"; db_xref ""GeneID:1163""; db_xref ""HGNC:HGNC:19083""; db_xref ""MIM:116900""; description ""CDC28 protein kinase regulatory subunit 1B""; gbkey ""Gene""; gene ""CKS1B""; gene_biotype ""protein_coding""; gene_synonym ""CKS1""; gene_synonym ""ckshs1""; gene_synonym ""PNAS-16""; gene_synonym ""PNAS-18""; "
1	154993586	154994321	"gene_id ""LENEP""; transcript_id """"; db_xref ""GeneID:55891""; db_xref ""HGNC:HGNC:14429""; db_xref ""MIM:607377""; description ""lens epithelial protein""; gbkey ""Gene""; gene ""LENEP""; gene_biotype ""protein_coding""; gene_synonym ""LEP503""; "
1	155033806	155050930	"gene_id ""DCST1""; transcript_id """"; db_xref ""GeneID:149095""; db_xref ""HGNC:HGNC:26539""; description ""DC-STAMP domain containing 1""; gbkey ""Gene""; gene ""DCST1""; gene_biotype ""protein_coding""; "
1	155051316	155062775	"gene_id ""ADAM15""; transcript_id """"; db_xref ""GeneID:8751""; db_xref ""HGNC:HGNC:193""; db_xref ""MIM:605548""; description ""ADAM metallopeptidase domain 15""; gbkey ""Gene""; gene ""ADAM15""; gene_biotype ""protein_coding""; gene_synonym ""MDC15""; "
1	155063740	155069553	"gene_id ""EFNA4""; transcript_id """"; db_xref ""GeneID:1945""; db_xref ""HGNC:HGNC:3224""; db_xref ""MIM:601380""; description ""ephrin A4""; gbkey ""Gene""; gene ""EFNA4""; gene_biotype ""protein_coding""; gene_synonym ""EFL4""; gene_synonym ""EPLG4""; gene_synonym ""LERK4""; "
1	155078837	155087538	"gene_id ""EFNA3""; transcript_id """"; db_xref ""GeneID:1944""; db_xref ""HGNC:HGNC:3223""; db_xref ""MIM:601381""; description ""ephrin A3""; gbkey ""Gene""; gene ""EFNA3""; gene_biotype ""protein_coding""; gene_synonym ""EFL2""; gene_synonym ""Ehk1-L""; gene_synonym ""EPLG3""; gene_synonym ""LERK3""; "
1	155127876	155134899	"gene_id ""EFNA1""; transcript_id """"; db_xref ""GeneID:1942""; db_xref ""HGNC:HGNC:3221""; db_xref ""MIM:191164""; description ""ephrin A1""; gbkey ""Gene""; gene ""EFNA1""; gene_biotype ""protein_coding""; gene_synonym ""B61""; gene_synonym ""ECKLG""; gene_synonym ""EFL1""; gene_synonym ""EPLG1""; gene_synonym ""GMAN""; gene_synonym ""LERK-1""; gene_synonym ""LERK1""; gene_synonym ""TNFAIP4""; "
1	155169408	155173304	"gene_id ""KRTCAP2""; transcript_id """"; db_xref ""GeneID:200185""; db_xref ""HGNC:HGNC:28942""; db_xref ""MIM:619029""; description ""keratinocyte associated protein 2""; gbkey ""Gene""; gene ""KRTCAP2""; gene_biotype ""protein_coding""; gene_synonym ""KCP2""; "
1	155173849	155184971	"gene_id ""TRIM46""; transcript_id """"; db_xref ""GeneID:80128""; db_xref ""HGNC:HGNC:19019""; db_xref ""MIM:600986""; description ""tripartite motif containing 46""; gbkey ""Gene""; gene ""TRIM46""; gene_biotype ""protein_coding""; gene_synonym ""GENEY""; gene_synonym ""TRIFIC""; "
1	155185824	155192915	"gene_id ""MUC1""; transcript_id """"; db_xref ""GeneID:4582""; db_xref ""HGNC:HGNC:7508""; db_xref ""MIM:158340""; description ""mucin 1, cell surface associated""; gbkey ""Gene""; gene ""MUC1""; gene_biotype ""protein_coding""; gene_synonym ""ADMCKD""; gene_synonym ""ADMCKD1""; gene_synonym ""ADTKD2""; gene_synonym ""CA 15-3""; gene_synonym ""Ca15-3""; gene_synonym ""CD227""; gene_synonym ""EMA""; gene_synonym ""H23AG""; gene_synonym ""KL-6""; gene_synonym ""MAM6""; gene_synonym ""MCD""; gene_synonym ""MCKD""; gene_synonym ""MCKD1""; gene_synonym ""MUC-1""; gene_synonym ""MUC-1/SEC""; gene_synonym ""MUC-1/X""; gene_synonym ""MUC1/ZD""; gene_synonym ""PEM""; gene_synonym ""PEMT""; gene_synonym ""PUM""; "
1	155208695	155213839	"gene_id ""MTX1""; transcript_id """"; db_xref ""GeneID:4580""; db_xref ""HGNC:HGNC:7504""; db_xref ""MIM:600605""; description ""metaxin 1""; gbkey ""Gene""; gene ""MTX1""; gene_biotype ""protein_coding""; gene_synonym ""MTX""; gene_synonym ""MTXN""; "
1	155234452	155244627	"gene_id ""GBA""; transcript_id """"; db_xref ""GeneID:2629""; db_xref ""HGNC:HGNC:4177""; db_xref ""MIM:606463""; description ""glucosylceramidase beta""; gbkey ""Gene""; gene ""GBA""; gene_biotype ""protein_coding""; gene_synonym ""GBA1""; gene_synonym ""GCB""; gene_synonym ""GLUC""; "
1	155308866	155320665	"gene_id ""FDPS""; transcript_id """"; db_xref ""GeneID:2224""; db_xref ""HGNC:HGNC:3631""; db_xref ""MIM:134629""; description ""farnesyl diphosphate synthase""; gbkey ""Gene""; gene ""FDPS""; gene_biotype ""protein_coding""; gene_synonym ""FPPS""; gene_synonym ""FPS""; gene_synonym ""POROK9""; "
1	155659442	155688996	"gene_id ""YY1AP1""; transcript_id """"; db_xref ""GeneID:55249""; db_xref ""HGNC:HGNC:30935""; db_xref ""MIM:607860""; description ""YY1 associated protein 1""; gbkey ""Gene""; gene ""YY1AP1""; gene_biotype ""protein_coding""; gene_synonym ""GRNG""; gene_synonym ""HCCA1""; gene_synonym ""HCCA2""; gene_synonym ""YY1AP""; "
1	155679108	155679255	"gene_id ""SCARNA26A""; transcript_id """"; db_xref ""GeneID:106633810""; db_xref ""HGNC:HGNC:50385""; description ""small Cajal body-specific RNA 26A""; gbkey ""Gene""; gene ""SCARNA26A""; gene_biotype ""ncRNA""; "
1	155783684	155783832	"gene_id ""SCARNA26B""; transcript_id """"; db_xref ""GeneID:106633816""; db_xref ""HGNC:HGNC:51394""; description ""small Cajal body-specific RNA 26B""; gbkey ""Gene""; gene ""SCARNA26B""; gene_biotype ""ncRNA""; "
1	155897808	155911349	"gene_id ""RIT1""; transcript_id """"; db_xref ""GeneID:6016""; db_xref ""HGNC:HGNC:10023""; db_xref ""MIM:609591""; description ""Ras like without CAAX 1""; gbkey ""Gene""; gene ""RIT1""; gene_biotype ""protein_coding""; gene_synonym ""NS8""; gene_synonym ""RIBB""; gene_synonym ""RIT""; gene_synonym ""ROC1""; "
1	155913045	155934413	"gene_id ""KHDC4""; transcript_id """"; db_xref ""GeneID:22889""; db_xref ""HGNC:HGNC:29145""; db_xref ""MIM:619370""; description ""KH domain containing 4, pre-mRNA splicing factor""; gbkey ""Gene""; gene ""KHDC4""; gene_biotype ""protein_coding""; gene_synonym ""BLOM7""; gene_synonym ""KIAA0907""; gene_synonym ""SNORA80EHG""; "
1	155919909	155920042	"gene_id ""SNORA80E""; transcript_id """"; db_xref ""GeneID:677823""; db_xref ""HGNC:HGNC:32635""; description ""small nucleolar RNA, H/ACA box 80E""; gbkey ""Gene""; gene ""SNORA80E""; gene_biotype ""snoRNA""; gene_synonym ""ACA42""; gene_synonym ""SNORA42""; "
1	155925958	155926086	"gene_id ""SCARNA4""; transcript_id """"; db_xref ""GeneID:677771""; db_xref ""HGNC:HGNC:32560""; description ""small Cajal body-specific RNA 4""; gbkey ""Gene""; gene ""SCARNA4""; gene_biotype ""ncRNA""; gene_synonym ""ACA26""; "
1	155941638	155943087	"gene_id ""RXFP4""; transcript_id """"; db_xref ""GeneID:339403""; db_xref ""HGNC:HGNC:14666""; db_xref ""MIM:609043""; description ""relaxin family peptide/INSL5 receptor 4""; gbkey ""Gene""; gene ""RXFP4""; gene_biotype ""protein_coding""; gene_synonym ""GPCR142""; gene_synonym ""GPR100""; gene_synonym ""RLN3R2""; gene_synonym ""RXFPR4""; "
1	155946854	155979617	"gene_id ""ARHGEF2""; transcript_id """"; db_xref ""GeneID:9181""; db_xref ""HGNC:HGNC:682""; db_xref ""MIM:607560""; description ""Rho/Rac guanine nucleotide exchange factor 2""; gbkey ""Gene""; gene ""ARHGEF2""; gene_biotype ""protein_coding""; gene_synonym ""GEF""; gene_synonym ""GEF-H1""; gene_synonym ""GEFH1""; gene_synonym ""Lfc""; gene_synonym ""LFP40""; gene_synonym ""NEDMHM""; gene_synonym ""P40""; "
1	156009048	156020951	"gene_id ""SSR2""; transcript_id """"; db_xref ""GeneID:6746""; db_xref ""HGNC:HGNC:11324""; db_xref ""MIM:600867""; description ""signal sequence receptor subunit 2""; gbkey ""Gene""; gene ""SSR2""; gene_biotype ""protein_coding""; gene_synonym ""HSD25""; gene_synonym ""TLAP""; gene_synonym ""TRAP-BETA""; gene_synonym ""TRAPB""; "
